instance,best_known_cost,cost,elapsed_seconds,algo,pivot,neighborhood,sol_start,solution
N-tiw56n54_150,837945,810031,0.336312,vnd,best,['exchange'],random,
N-tiw56n54_150,837945,804682,0.315112,vnd,best,['exchange'],c_and_w,
N-tiw56n54_150,837945,813515,0.620717,vnd,best,['insert'],random,
N-tiw56n54_150,837945,806419,0.567711,vnd,best,['insert'],c_and_w,
N-tiw56n58_150,1155392,725403,0.000101,vnd,first,['transpose'],random,
N-tiw56n58_150,1155392,918533,7.3e-05,vnd,first,['transpose'],c_and_w,
N-tiw56n58_150,1155392,1107920,1.16448,vnd,first,['exchange'],random,
N-tiw56n58_150,1155392,1126914,1.25182,vnd,first,['exchange'],c_and_w,
N-tiw56n58_150,1155392,1120978,0.585513,vnd,first,['insert'],random,
N-tiw56n58_150,1155392,1103670,0.362263,vnd,first,['insert'],c_and_w,
N-tiw56n58_150,1155392,742237,0.000273,vnd,best,['transpose'],random,
N-tiw56n58_150,1155392,916570,0.000175,vnd,best,['transpose'],c_and_w,
N-tiw56n58_150,1155392,1105327,0.307379,vnd,best,['exchange'],random,
N-tiw56n58_150,1155392,1102797,0.263958,vnd,best,['exchange'],c_and_w,
N-tiw56n58_150,1155392,1110063,0.588757,vnd,best,['insert'],random,
N-tiw56n58_150,1155392,1121475,0.286155,vnd,best,['insert'],c_and_w,
N-tiw56n62_150,1626921,1066221,9.5e-05,vnd,first,['transpose'],random,
N-tiw56n62_150,1626921,1277959,7.9e-05,vnd,first,['transpose'],c_and_w,
N-tiw56n62_150,1626921,1582163,1.59596,vnd,first,['exchange'],random,
N-tiw56n62_150,1626921,1582628,1.22712,vnd,first,['exchange'],c_and_w,
N-tiw56n62_150,1626921,1562436,0.563701,vnd,first,['insert'],random,
N-tiw56n62_150,1626921,1557919,0.387855,vnd,first,['insert'],c_and_w,
N-tiw56n62_150,1626921,1061844,0.000211,vnd,best,['transpose'],random,
N-tiw56n62_150,1626921,1276730,0.000225,vnd,best,['transpose'],c_and_w,
N-tiw56n62_150,1626921,1571950,0.341305,vnd,best,['exchange'],random,
N-tiw56n62_150,1626921,1560209,0.290071,vnd,best,['exchange'],c_and_w,
N-tiw56n62_150,1626921,1560574,0.420514,vnd,best,['insert'],random,
N-tiw56n62_150,1626921,1578167,0.614596,vnd,best,['insert'],c_and_w,
N-tiw56n66_150,2107619,1346395,9.6e-05,vnd,first,['transpose'],random,
N-tiw56n66_150,2107619,1641538,9.3e-05,vnd,first,['transpose'],c_and_w,
N-tiw56n66_150,2107619,2029367,1.44046,vnd,first,['exchange'],random,
N-tiw56n66_150,2107619,2059982,1.74482,vnd,first,['exchange'],c_and_w,
N-tiw56n66_150,2107619,2018535,0.453953,vnd,first,['insert'],random,
N-tiw56n66_150,2107619,2015518,0.339707,vnd,first,['insert'],c_and_w,
N-tiw56n66_150,2107619,1366138,0.000222,vnd,best,['transpose'],random,
N-tiw56n66_150,2107619,1661203,0.000204,vnd,best,['transpose'],c_and_w,
N-tiw56n66_150,2107619,2030649,0.238861,vnd,best,['exchange'],random,
N-tiw56n66_150,2107619,2000338,0.285268,vnd,best,['exchange'],c_and_w,
N-tiw56n66_150,2107619,2030995,0.580794,vnd,best,['insert'],random,
N-tiw56n66_150,2107619,2043948,0.587,vnd,best,['insert'],c_and_w,
N-tiw56n67_150,2372926,1597567,5.5e-05,vnd,first,['transpose'],random,
N-tiw56n67_150,2372926,1806196,5.6e-05,vnd,first,['transpose'],c_and_w,
N-tiw56n67_150,2372926,2311390,1.29424,vnd,first,['exchange'],random,
N-tiw56n67_150,2372926,2304579,1.17372,vnd,first,['exchange'],c_and_w,
N-tiw56n67_150,2372926,2293091,0.449118,vnd,first,['insert'],random,
N-tiw56n67_150,2372926,2283280,0.709232,vnd,first,['insert'],c_and_w,
N-tiw56n67_150,2372926,1604879,0.000235,vnd,best,['transpose'],random,
N-tiw56n67_150,2372926,1810412,0.000155,vnd,best,['transpose'],c_and_w,
N-tiw56n67_150,2372926,2288613,0.232751,vnd,best,['exchange'],random,
N-tiw56n67_150,2372926,2283043,0.221985,vnd,best,['exchange'],c_and_w,
N-tiw56n67_150,2372926,2284307,0.532062,vnd,best,['insert'],random,
N-tiw56n67_150,2372926,2289620,0.507811,vnd,best,['insert'],c_and_w,
N-tiw56n72_150,4135907,2511906,6.4e-05,vnd,first,['transpose'],random,
N-tiw56n72_150,4135907,3148064,6e-05,vnd,first,['transpose'],c_and_w,
N-tiw56n72_150,4135907,4016039,1.44158,vnd,first,['exchange'],random,
N-tiw56n72_150,4135907,4040758,1.44266,vnd,first,['exchange'],c_and_w,
N-tiw56n72_150,4135907,3977136,0.473735,vnd,first,['insert'],random,
N-tiw56n72_150,4135907,3949285,0.527292,vnd,first,['insert'],c_and_w,
N-tiw56n72_150,4135907,2505125,0.000188,vnd,best,['transpose'],random,
N-tiw56n72_150,4135907,3157688,0.000206,vnd,best,['transpose'],c_and_w,
N-tiw56n72_150,4135907,3982943,0.304318,vnd,best,['exchange'],random,
N-tiw56n72_150,4135907,4007127,0.312687,vnd,best,['exchange'],c_and_w,
N-tiw56n72_150,4135907,3970476,0.351243,vnd,best,['insert'],random,
N-tiw56n72_150,4135907,4031909,0.588588,vnd,best,['insert'],c_and_w,
N-tiw56r54_150,958192,629595,8.3e-05,vnd,first,['transpose'],random,
N-tiw56r54_150,958192,752225,8.6e-05,vnd,first,['transpose'],c_and_w,
N-tiw56r54_150,958192,930682,1.45881,vnd,first,['exchange'],random,
N-tiw56r54_150,958192,927661,1.10952,vnd,first,['exchange'],c_and_w,
N-tiw56r54_150,958192,919601,0.335309,vnd,first,['insert'],random,
N-tiw56r54_150,958192,919841,0.569153,vnd,first,['insert'],c_and_w,
N-tiw56r54_150,958192,638138,0.000235,vnd,best,['transpose'],random,
N-tiw56r54_150,958192,749549,0.000196,vnd,best,['transpose'],c_and_w,
N-tiw56r54_150,958192,916284,0.309466,vnd,best,['exchange'],random,
N-tiw56r54_150,958192,912983,0.264484,vnd,best,['exchange'],c_and_w,
N-tiw56r54_150,958192,923423,0.633249,vnd,best,['insert'],random,
N-tiw56r54_150,958192,929651,0.465732,vnd,best,['insert'],c_and_w,
N-tiw56r58_150,1219295,806469,8.4e-05,vnd,first,['transpose'],random,
N-tiw56r58_150,1219295,960733,6.9e-05,vnd,first,['transpose'],c_and_w,
N-tiw56r58_150,1219295,1181271,1.58596,vnd,first,['exchange'],random,
N-tiw56r58_150,1219295,1181582,0.921362,vnd,first,['exchange'],c_and_w,
N-tiw56r58_150,1219295,1173337,0.476573,vnd,first,['insert'],random,
N-tiw56r58_150,1219295,1168794,0.616519,vnd,first,['insert'],c_and_w,
N-tiw56r58_150,1219295,820512,0.000155,vnd,best,['transpose'],random,
N-tiw56r58_150,1219295,958618,0.000158,vnd,best,['transpose'],c_and_w,
N-tiw56r58_150,1219295,1171784,0.256728,vnd,best,['exchange'],random,
N-tiw56r58_150,1219295,1163144,0.280869,vnd,best,['exchange'],c_and_w,
N-tiw56r58_150,1219295,1182952,0.502231,vnd,best,['insert'],random,
N-tiw56r58_150,1219295,1173912,0.532857,vnd,best,['insert'],c_and_w,
N-tiw56r66_150,1940755,1250968,0.000103,vnd,first,['transpose'],random,
N-tiw56r66_150,1940755,1512364,9.4e-05,vnd,first,['transpose'],c_and_w,
N-tiw56r66_150,1940755,1866879,1.72593,vnd,first,['exchange'],random,
N-tiw56r66_150,1940755,1875397,1.08807,vnd,first,['exchange'],c_and_w,
N-tiw56r66_150,1940755,1858511,0.443123,vnd,first,['insert'],random,
N-tiw56r66_150,1940755,1843774,0.599278,vnd,first,['insert'],c_and_w,
N-tiw56r66_150,1940755,1252356,0.000257,vnd,best,['transpose'],random,
N-tiw56r66_150,1940755,1510883,0.000218,vnd,best,['transpose'],c_and_w,
N-tiw56r66_150,1940755,1870800,0.325376,vnd,best,['exchange'],random,
N-tiw56r66_150,1940755,1856282,0.362367,vnd,best,['exchange'],c_and_w,
N-tiw56r66_150,1940755,1860110,0.650026,vnd,best,['insert'],random,
N-tiw56r66_150,1940755,1874464,0.369314,vnd,best,['insert'],c_and_w,
N-tiw56r67_150,2056347,1302211,0.000119,vnd,first,['transpose'],random,
N-tiw56r67_150,2056347,1625092,9.4e-05,vnd,first,['transpose'],c_and_w,
N-tiw56r67_150,2056347,1988965,1.37062,vnd,first,['exchange'],random,
N-tiw56r67_150,2056347,2006647,1.33928,vnd,first,['exchange'],c_and_w,
N-tiw56r67_150,2056347,1981191,0.465168,vnd,first,['insert'],random,
N-tiw56r67_150,2056347,1984249,0.399766,vnd,first,['insert'],c_and_w,
N-tiw56r67_150,2056347,1311015,0.000255,vnd,best,['transpose'],random,
N-tiw56r67_150,2056347,1628143,0.000213,vnd,best,['transpose'],c_and_w,
N-tiw56r67_150,2056347,1994607,0.308317,vnd,best,['exchange'],random,
N-tiw56r67_150,2056347,1984725,0.329104,vnd,best,['exchange'],c_and_w,
N-tiw56r67_150,2056347,1983778,0.567256,vnd,best,['insert'],random,
N-tiw56r67_150,2056347,1985495,0.465825,vnd,best,['insert'],c_and_w,
N-tiw56r72_150,2823758,1852847,9e-05,vnd,first,['transpose'],random,
N-tiw56r72_150,2823758,2102579,6.2e-05,vnd,first,['transpose'],c_and_w,
N-tiw56r72_150,2823758,2732312,1.43342,vnd,first,['exchange'],random,
N-tiw56r72_150,2823758,2746658,1.09213,vnd,first,['exchange'],c_and_w,
N-tiw56r72_150,2823758,2693848,0.406795,vnd,first,['insert'],random,
N-tiw56r72_150,2823758,2695620,0.438405,vnd,first,['insert'],c_and_w,
N-tiw56r72_150,2823758,1829372,0.000215,vnd,best,['transpose'],random,
N-tiw56r72_150,2823758,2116726,0.000149,vnd,best,['transpose'],c_and_w,
N-tiw56r72_150,2823758,2710114,0.268223,vnd,best,['exchange'],random,
N-tiw56r72_150,2823758,2713745,0.277804,vnd,best,['exchange'],c_and_w,
N-tiw56r72_150,2823758,2744243,0.588684,vnd,best,['insert'],random,
N-tiw56r72_150,2823758,2734716,0.541603,vnd,best,['insert'],c_and_w,
N-be75eec_250,8893533,5668583,0.000184,vnd,first,['transpose'],random,
N-be75eec_250,8893533,6952930,0.000144,vnd,first,['transpose'],c_and_w,
N-be75eec_250,8893533,8707547,21.7024,vnd,first,['exchange'],random,
N-be75eec_250,8893533,8645013,16.4584,vnd,first,['exchange'],c_and_w,
N-be75eec_250,8893533,8548252,6.29686,vnd,first,['insert'],random,
N-be75eec_250,8893533,8544334,5.36927,vnd,first,['insert'],c_and_w,
N-be75eec_250,8893533,5665677,0.000487,vnd,best,['transpose'],random,
N-be75eec_250,8893533,7024544,0.000484,vnd,best,['transpose'],c_and_w,
N-be75eec_250,8893533,8589659,3.3892,vnd,best,['exchange'],random,
N-be75eec_250,8893533,8594371,2.01985,vnd,best,['exchange'],c_and_w,
N-be75eec_250,8893533,8614600,4.35031,vnd,best,['insert'],random,
N-be75eec_250,8893533,8634830,5.37278,vnd,best,['insert'],c_and_w,
N-be75np_250,17814072,11908894,0.000215,vnd,first,['transpose'],random,
N-be75np_250,17814072,14324503,0.000262,vnd,first,['transpose'],c_and_w,
N-be75np_250,17814072,17401607,24.5843,vnd,first,['exchange'],random,
N-be75np_250,17814072,17358527,21.073,vnd,first,['exchange'],c_and_w,
N-be75np_250,17814072,17120158,7.07888,vnd,first,['insert'],random,
N-be75np_250,17814072,17232439,7.14678,vnd,first,['insert'],c_and_w,
N-be75np_250,17814072,11849453,0.000599,vnd,best,['transpose'],random,
N-be75np_250,17814072,14353365,0.000697,vnd,best,['transpose'],c_and_w,
N-be75np_250,17814072,17120472,3.30292,vnd,best,['exchange'],random,
N-be75np_250,17814072,17254596,3.63906,vnd,best,['exchange'],c_and_w,
N-be75np_250,17814072,17227185,6.8337,vnd,best,['insert'],random,
N-be75np_250,17814072,17273188,3.6848,vnd,best,['insert'],c_and_w,
N-be75oi_250,5910096,2961478,0.00029,vnd,first,['transpose'],random,
N-be75oi_250,5910096,4781458,0.00028,vnd,first,['transpose'],c_and_w,
N-be75oi_250,5910096,5761454,26.6797,vnd,first,['exchange'],random,
N-be75oi_250,5910096,5817185,24.3909,vnd,first,['exchange'],c_and_w,
N-be75oi_250,5910096,5720248,6.50814,vnd,first,['insert'],random,
N-be75oi_250,5910096,5718509,7.03437,vnd,first,['insert'],c_and_w,
N-be75oi_250,5910096,2998148,0.000528,vnd,best,['transpose'],random,
N-be75oi_250,5910096,4783060,0.000542,vnd,best,['transpose'],c_and_w,
N-be75oi_250,5910096,5743334,3.93917,vnd,best,['exchange'],random,
N-be75oi_250,5910096,5745960,3.55025,vnd,best,['exchange'],c_and_w,
N-be75oi_250,5910096,5719423,7.17685,vnd,best,['insert'],random,
N-be75oi_250,5910096,5762777,3.98045,vnd,best,['insert'],c_and_w,
N-be75tot_250,30958609,20410636,0.000317,vnd,first,['transpose'],random,
N-be75tot_250,30958609,24780138,0.000262,vnd,first,['transpose'],c_and_w,
N-be75tot_250,30958609,30351180,29.2883,vnd,first,['exchange'],random,
N-be75tot_250,30958609,30361466,24.7903,vnd,first,['exchange'],c_and_w,
N-be75tot_250,30958609,29478445,6.44345,vnd,first,['insert'],random,
N-be75tot_250,30958609,29934368,5.75575,vnd,first,['insert'],c_and_w,
N-be75tot_250,30958609,20495488,0.000902,vnd,best,['transpose'],random,
N-be75tot_250,30958609,24803973,0.000671,vnd,best,['transpose'],c_and_w,
N-be75tot_250,30958609,29877673,3.94737,vnd,best,['exchange'],random,
N-be75tot_250,30958609,29916617,3.42202,vnd,best,['exchange'],c_and_w,
N-be75tot_250,30958609,29904704,7.89437,vnd,best,['insert'],random,
N-be75tot_250,30958609,29944145,7.582,vnd,best,['insert'],c_and_w,
N-stabu1_250,7742444,4946786,0.000275,vnd,first,['transpose'],random,
N-stabu1_250,7742444,6255780,0.000282,vnd,first,['transpose'],c_and_w,
N-stabu1_250,7742444,7551833,29.5134,vnd,first,['exchange'],random,
N-stabu1_250,7742444,7539079,22.0907,vnd,first,['exchange'],c_and_w,
N-stabu1_250,7742444,7447399,8.97027,vnd,first,['insert'],random,
N-stabu1_250,7742444,7420287,8.21222,vnd,first,['insert'],c_and_w,
N-stabu1_250,7742444,4916437,0.001053,vnd,best,['transpose'],random,
N-stabu1_250,7742444,6256807,0.001332,vnd,best,['transpose'],c_and_w,
N-stabu1_250,7742444,7529820,5.12138,vnd,best,['exchange'],random,
N-stabu1_250,7742444,7547968,4.87505,vnd,best,['exchange'],c_and_w,
N-stabu1_250,7742444,7526024,8.24777,vnd,best,['insert'],random,
N-stabu1_250,7742444,7500092,6.07554,vnd,best,['insert'],c_and_w,
N-stabu2_250,11500448,8062091,0.000216,vnd,first,['transpose'],random,
N-stabu2_250,11500448,9134823,0.00029,vnd,first,['transpose'],c_and_w,
N-stabu2_250,11500448,11173048,25.8033,vnd,first,['exchange'],random,
N-stabu2_250,11500448,11202567,21.1446,vnd,first,['exchange'],c_and_w,
N-stabu2_250,11500448,11026654,6.93607,vnd,first,['insert'],random,
N-stabu2_250,11500448,11024593,9.46832,vnd,first,['insert'],c_and_w,
N-stabu2_250,11500448,8105175,0.000867,vnd,best,['transpose'],random,
N-stabu2_250,11500448,9139139,0.001051,vnd,best,['transpose'],c_and_w,
N-stabu2_250,11500448,11086653,4.14264,vnd,best,['exchange'],random,
N-stabu2_250,11500448,11166937,3.79318,vnd,best,['exchange'],c_and_w,
N-stabu2_250,11500448,11128506,6.7382,vnd,best,['insert'],random,
N-stabu2_250,11500448,11124472,6.97004,vnd,best,['insert'],c_and_w,
N-stabu3_250,11900315,7552108,0.000276,vnd,first,['transpose'],random,
N-stabu3_250,11900315,9369398,0.000338,vnd,first,['transpose'],c_and_w,
N-stabu3_250,11900315,11567513,31.9793,vnd,first,['exchange'],random,
N-stabu3_250,11900315,11642211,24.9706,vnd,first,['exchange'],c_and_w,
N-stabu3_250,11900315,11438830,8.32341,vnd,first,['insert'],random,
N-stabu3_250,11900315,11435487,11.786,vnd,first,['insert'],c_and_w,
N-stabu3_250,11900315,7592894,0.000675,vnd,best,['transpose'],random,
N-stabu3_250,11900315,9393687,0.001004,vnd,best,['transpose'],c_and_w,
N-stabu3_250,11900315,11549906,4.54074,vnd,best,['exchange'],random,
N-stabu3_250,11900315,11513537,4.08822,vnd,best,['exchange'],c_and_w,
N-stabu3_250,11900315,11524336,9.19136,vnd,best,['insert'],random,
N-stabu3_250,11900315,11567740,6.50156,vnd,best,['insert'],c_and_w,
N-t59b11xx_250,8411910,5595430,0.000166,vnd,first,['transpose'],random,
N-t59b11xx_250,8411910,6661145,0.000177,vnd,first,['transpose'],c_and_w,
N-t59b11xx_250,8411910,8156485,17.3714,vnd,first,['exchange'],random,
N-t59b11xx_250,8411910,8191310,17.986,vnd,first,['exchange'],c_and_w,
N-t59b11xx_250,8411910,8046715,6.63678,vnd,first,['insert'],random,
N-t59b11xx_250,8411910,8035585,7.35831,vnd,first,['insert'],c_and_w,
N-t59b11xx_250,8411910,5598585,0.000403,vnd,best,['transpose'],random,
N-t59b11xx_250,8411910,6661485,0.000544,vnd,best,['transpose'],c_and_w,
N-t59b11xx_250,8411910,8109395,4.38688,vnd,best,['exchange'],random,
N-t59b11xx_250,8411910,8045505,3.02357,vnd,best,['exchange'],c_and_w,
N-t59b11xx_250,8411910,8059435,7.22742,vnd,best,['insert'],random,
N-t59b11xx_250,8411910,8142820,5.50962,vnd,best,['insert'],c_and_w,
N-t59d11xx_250,3841167,2680831,0.000189,vnd,first,['transpose'],random,
N-t59d11xx_250,3841167,3107099,0.000244,vnd,first,['transpose'],c_and_w,
N-t59d11xx_250,3841167,3749417,19.7294,vnd,first,['exchange'],random,
N-t59d11xx_250,3841167,3728254,17.4347,vnd,first,['exchange'],c_and_w,
N-t59d11xx_250,3841167,3707355,8.3033,vnd,first,['insert'],random,
N-t59d11xx_250,3841167,3726577,6.56207,vnd,first,['insert'],c_and_w,
N-t59d11xx_250,3841167,2689453,0.000391,vnd,best,['transpose'],random,
N-t59d11xx_250,3841167,3108430,0.000913,vnd,best,['transpose'],c_and_w,
N-t59d11xx_250,3841167,3714911,3.50122,vnd,best,['exchange'],random,
N-t59d11xx_250,3841167,3694485,3.54508,vnd,best,['exchange'],c_and_w,
N-t59d11xx_250,3841167,3719307,7.81126,vnd,best,['insert'],random,
N-t59d11xx_250,3841167,3709098,8.01886,vnd,best,['insert'],c_and_w,
N-t59f11xx_250,3993006,2818775,0.00023,vnd,first,['transpose'],random,
N-t59f11xx_250,3993006,3098583,0.000222,vnd,first,['transpose'],c_and_w,
N-t59f11xx_250,3993006,3867492,20.309,vnd,first,['exchange'],random,
N-t59f11xx_250,3993006,3885614,17.6308,vnd,first,['exchange'],c_and_w,
N-t59f11xx_250,3993006,3813799,5.43282,vnd,first,['insert'],random,
N-t59f11xx_250,3993006,3826947,5.15817,vnd,first,['insert'],c_and_w,
N-t59f11xx_250,3993006,2823847,0.000718,vnd,best,['transpose'],random,
N-t59f11xx_250,3993006,3104117,0.000705,vnd,best,['transpose'],c_and_w,
N-t59f11xx_250,3993006,3858154,3.71473,vnd,best,['exchange'],random,
N-t59f11xx_250,3993006,3841015,3.53758,vnd,best,['exchange'],c_and_w,
N-t59f11xx_250,3993006,3876882,8.92101,vnd,best,['insert'],random,
N-t59f11xx_250,3993006,3856253,6.74827,vnd,best,['insert'],c_and_w,
N-t59n11xx_250,825608,559441,0.000217,vnd,first,['transpose'],random,
N-t59n11xx_250,825608,639991,0.000194,vnd,first,['transpose'],c_and_w,
N-t59n11xx_250,825608,804222,21.9252,vnd,first,['exchange'],random,
N-t59n11xx_250,825608,802985,18.9461,vnd,first,['exchange'],c_and_w,
N-t59n11xx_250,825608,795187,6.02633,vnd,first,['insert'],random,
N-t59n11xx_250,825608,786367,6.50745,vnd,first,['insert'],c_and_w,
N-t59n11xx_250,825608,559932,0.000478,vnd,best,['transpose'],random,
N-t59n11xx_250,825608,640394,0.000481,vnd,best,['transpose'],c_and_w,
N-t59n11xx_250,825608,790131,3.52734,vnd,best,['exchange'],random,
N-t59n11xx_250,825608,793869,3.53038,vnd,best,['exchange'],c_and_w,
N-t59n11xx_250,825608,793660,6.37574,vnd,best,['insert'],random,
N-t59n11xx_250,825608,800221,7.62825,vnd,best,['insert'],c_and_w,
N-t65b11xx_250,17273996,11022347,0.00028,vnd,first,['transpose'],random,
N-t65b11xx_250,17273996,13824141,0.000273,vnd,first,['transpose'],c_and_w,
N-t65b11xx_250,17273996,16760124,25.4355,vnd,first,['exchange'],random,
N-t65b11xx_250,17273996,16757223,22.6094,vnd,first,['exchange'],c_and_w,
N-t65b11xx_250,17273996,16596889,6.82123,vnd,first,['insert'],random,
N-t65b11xx_250,17273996,16566241,7.24785,vnd,first,['insert'],c_and_w,
N-t65b11xx_250,17273996,11137635,0.000728,vnd,best,['transpose'],random,
N-t65b11xx_250,17273996,13811545,0.000742,vnd,best,['transpose'],c_and_w,
N-t65b11xx_250,17273996,16567664,4.05439,vnd,best,['exchange'],random,
N-t65b11xx_250,17273996,16661719,3.51096,vnd,best,['exchange'],c_and_w,
N-t65b11xx_250,17273996,16627322,7.37426,vnd,best,['insert'],random,
N-t65b11xx_250,17273996,16750373,6.1873,vnd,best,['insert'],c_and_w,
N-t65d11xx_250,9351696,6358993,0.000254,vnd,first,['transpose'],random,
N-t65d11xx_250,9351696,7435794,0.000282,vnd,first,['transpose'],c_and_w,
N-t65d11xx_250,9351696,9075505,22.3117,vnd,first,['exchange'],random,
N-t65d11xx_250,9351696,9097313,22.0637,vnd,first,['exchange'],c_and_w,
N-t65d11xx_250,9351696,9002461,7.91615,vnd,first,['insert'],random,
N-t65d11xx_250,9351696,8997671,7.40898,vnd,first,['insert'],c_and_w,
N-t65d11xx_250,9351696,6318920,0.000716,vnd,best,['transpose'],random,
N-t65d11xx_250,9351696,7447570,0.000785,vnd,best,['transpose'],c_and_w,
N-t65d11xx_250,9351696,8968092,4.01945,vnd,best,['exchange'],random,
N-t65d11xx_250,9351696,8968810,3.72768,vnd,best,['exchange'],c_and_w,
N-t65d11xx_250,9351696,9026022,7.90623,vnd,best,['insert'],random,
N-t65d11xx_250,9351696,9090917,6.81609,vnd,best,['insert'],c_and_w,
N-t65f11xx_250,8409567,5798758,0.000385,vnd,first,['transpose'],random,
N-t65f11xx_250,8409567,6573665,0.000319,vnd,first,['transpose'],c_and_w,
N-t65f11xx_250,8409567,8149745,24.6715,vnd,first,['exchange'],random,
N-t65f11xx_250,8409567,8201409,21.0017,vnd,first,['exchange'],c_and_w,
N-t65f11xx_250,8409567,8122004,5.6839,vnd,first,['insert'],random,
N-t65f11xx_250,8409567,8044117,7.85011,vnd,first,['insert'],c_and_w,
N-t65f11xx_250,8409567,5811186,0.001035,vnd,best,['transpose'],random,
N-t65f11xx_250,8409567,6583487,0.000858,vnd,best,['transpose'],c_and_w,
N-t65f11xx_250,8409567,8104673,4.46938,vnd,best,['exchange'],random,
N-t65f11xx_250,8409567,8141053,4.33153,vnd,best,['exchange'],c_and_w,
N-t65f11xx_250,8409567,8070978,7.56682,vnd,best,['insert'],random,
N-t65f11xx_250,8409567,8148859,5.74545,vnd,best,['insert'],c_and_w,
N-t65l11xx_250,666254,398288,8.5e-05,vnd,first,['transpose'],random,
N-t65l11xx_250,666254,522793,0.000107,vnd,first,['transpose'],c_and_w,
N-t65l11xx_250,666254,652205,19.8933,vnd,first,['exchange'],random,
N-t65l11xx_250,666254,648123,14.2644,vnd,first,['exchange'],c_and_w,
N-t65l11xx_250,666254,640095,4.27696,vnd,first,['insert'],random,
N-t65l11xx_250,666254,642452,4.05205,vnd,first,['insert'],c_and_w,
N-t65l11xx_250,666254,398860,0.000276,vnd,best,['transpose'],random,
N-t65l11xx_250,666254,525637,0.000284,vnd,best,['transpose'],c_and_w,
N-t65l11xx_250,666254,642843,3.37891,vnd,best,['exchange'],random,
N-t65l11xx_250,666254,645598,3.57924,vnd,best,['exchange'],c_and_w,
N-t65l11xx_250,666254,641728,6.2343,vnd,best,['insert'],random,
N-t65l11xx_250,666254,646648,5.70041,vnd,best,['insert'],c_and_w,
N-t65n11xx_250,1429362,954437,0.000248,vnd,first,['transpose'],random,
N-t65n11xx_250,1429362,1101958,0.000278,vnd,first,['transpose'],c_and_w,
N-t65n11xx_250,1429362,1390315,23.4004,vnd,first,['exchange'],random,
N-t65n11xx_250,1429362,1385906,19.9543,vnd,first,['exchange'],c_and_w,
N-t65n11xx_250,1429362,1361695,5.43036,vnd,first,['insert'],random,
N-t65n11xx_250,1429362,1384002,7.09176,vnd,first,['insert'],c_and_w,
N-t65n11xx_250,1429362,956733,0.000633,vnd,best,['transpose'],random,
N-t65n11xx_250,1429362,1103824,0.000643,vnd,best,['transpose'],c_and_w,
N-t65n11xx_250,1429362,1373112,4.12477,vnd,best,['exchange'],random,
N-t65n11xx_250,1429362,1367284,1.848,vnd,best,['exchange'],c_and_w,
N-t65n11xx_250,1429362,1379922,7.44267,vnd,best,['insert'],random,
N-t65n11xx_250,1429362,1383623,6.92694,vnd,best,['insert'],c_and_w,
N-t69r11xx_250,31815927,21302179,0.00026,vnd,first,['transpose'],random,
N-t69r11xx_250,31815927,24479680,0.00023,vnd,first,['transpose'],c_and_w,
N-t69r11xx_250,31815927,30982032,21.9359,vnd,first,['exchange'],random,
N-t69r11xx_250,31815927,31037764,23.353,vnd,first,['exchange'],c_and_w,
N-t69r11xx_250,31815927,30406229,7.07031,vnd,first,['insert'],random,
N-t69r11xx_250,31815927,30758692,8.24086,vnd,first,['insert'],c_and_w,
N-t69r11xx_250,31815927,21299633,0.000686,vnd,best,['transpose'],random,
N-t69r11xx_250,31815927,24476016,0.000619,vnd,best,['transpose'],c_and_w,
N-t69r11xx_250,31815927,30474224,4.23372,vnd,best,['exchange'],random,
N-t69r11xx_250,31815927,30822623,4.3776,vnd,best,['exchange'],c_and_w,
N-t69r11xx_250,31815927,30541170,8.10661,vnd,best,['insert'],random,
N-t69r11xx_250,31815927,30719922,6.71997,vnd,best,['insert'],c_and_w,
N-t70b11xx_250,25403045,16973729,0.000308,vnd,first,['transpose'],random,
N-t70b11xx_250,25403045,20006267,0.000278,vnd,first,['transpose'],c_and_w,
N-t70b11xx_250,25403045,24607212,23.2809,vnd,first,['exchange'],random,
N-t70b11xx_250,25403045,24706544,23.7081,vnd,first,['exchange'],c_and_w,
N-t70b11xx_250,25403045,24386775,7.01867,vnd,first,['insert'],random,
N-t70b11xx_250,25403045,24251870,8.53,vnd,first,['insert'],c_and_w,
N-t70b11xx_250,25403045,17011333,0.00076,vnd,best,['transpose'],random,
N-t70b11xx_250,25403045,20033654,0.000754,vnd,best,['transpose'],c_and_w,
N-t70b11xx_250,25403045,24549727,4.04475,vnd,best,['exchange'],random,
N-t70b11xx_250,25403045,24369272,2.71426,vnd,best,['exchange'],c_and_w,
N-t70b11xx_250,25403045,24355767,8.31297,vnd,best,['insert'],random,
N-t70b11xx_250,25403045,24555889,5.45564,vnd,best,['insert'],c_and_w,
N-t70d11xn_250,15207063,10652133,0.00043,vnd,first,['transpose'],random,
N-t70d11xn_250,15207063,12270208,0.000389,vnd,first,['transpose'],c_and_w,
N-t70d11xn_250,15207063,14702964,26.0006,vnd,first,['exchange'],random,
N-t70d11xn_250,15207063,14802096,19.6514,vnd,first,['exchange'],c_and_w,
N-t70d11xn_250,15207063,14505394,9.49312,vnd,first,['insert'],random,
N-t70d11xn_250,15207063,14604111,8.01066,vnd,first,['insert'],c_and_w,
N-t70d11xn_250,15207063,10695095,0.001117,vnd,best,['transpose'],random,
N-t70d11xn_250,15207063,12311525,0.000991,vnd,best,['transpose'],c_and_w,
N-t70d11xn_250,15207063,14630692,4.68246,vnd,best,['exchange'],random,
