instance,best_known_cost,sol_start,pivot,neighborhoods,cost,time_s,solution
N-tiw56n67_150,2372926,random,first,['exchange'],725977,1.74726,
N-tiw56n67_150,2372926,c_and_w,first,['exchange'],518213,1.4475,
N-tiw56n67_150,2372926,random,first,['insert'],707678,0.645623,
N-tiw56n67_150,2372926,c_and_w,first,['insert'],496914,0.872292,
N-tiw56n67_150,2372926,random,best,['transpose'],19466,0.000204,
N-tiw56n67_150,2372926,c_and_w,best,['transpose'],24046,0.000249,
N-tiw56n67_150,2372926,random,best,['exchange'],703200,0.387642,
N-tiw56n67_150,2372926,c_and_w,best,['exchange'],496677,0.37979,
N-tiw56n67_150,2372926,random,best,['insert'],698894,0.70771,
N-tiw56n67_150,2372926,c_and_w,best,['insert'],503254,0.663517,
N-tiw56n72_150,4135907,random,first,['transpose'],52124,0.000134,
N-tiw56n72_150,4135907,c_and_w,first,['transpose'],54301,7.6e-05,
N-tiw56n72_150,4135907,random,first,['exchange'],1556257,2.02905,
N-tiw56n72_150,4135907,c_and_w,first,['exchange'],946995,1.89803,
N-tiw56n72_150,4135907,random,first,['insert'],1517354,0.595127,
N-tiw56n72_150,4135907,c_and_w,first,['insert'],855522,0.598712,
N-tiw56n72_150,4135907,random,best,['transpose'],45343,0.000218,
N-tiw56n72_150,4135907,c_and_w,best,['transpose'],63925,0.000235,
N-tiw56n72_150,4135907,random,best,['exchange'],1523161,0.38613,
N-tiw56n72_150,4135907,c_and_w,best,['exchange'],913364,0.417562,
N-tiw56n72_150,4135907,random,best,['insert'],1510694,0.683731,
N-tiw56n72_150,4135907,c_and_w,best,['insert'],938146,0.744633,
N-tiw56r54_150,958192,random,first,['transpose'],18188,9.9e-05,
N-tiw56r54_150,958192,c_and_w,first,['transpose'],24914,0.000102,
N-tiw56r54_150,958192,random,first,['exchange'],319275,2.01803,
N-tiw56r54_150,958192,c_and_w,first,['exchange'],202995,1.56497,
N-tiw56r54_150,958192,random,first,['insert'],308194,0.671453,
N-tiw56r54_150,958192,c_and_w,first,['insert'],192530,0.879713,
N-tiw56r54_150,958192,random,best,['transpose'],26731,0.000309,
N-tiw56r54_150,958192,c_and_w,best,['transpose'],17667,0.000264,
N-tiw56r54_150,958192,random,best,['exchange'],304877,0.368883,
N-tiw56r54_150,958192,c_and_w,best,['exchange'],190145,0.40891,
N-tiw56r54_150,958192,random,best,['insert'],312016,0.836568,
N-tiw56r54_150,958192,c_and_w,best,['insert'],202340,0.737573,
N-tiw56r58_150,1219295,random,first,['transpose'],17972,9.7e-05,
N-tiw56r58_150,1219295,c_and_w,first,['transpose'],25250,0.000115,
N-tiw56r58_150,1219295,random,first,['exchange'],392774,2.15212,
N-tiw56r58_150,1219295,c_and_w,first,['exchange'],248710,1.8957,
N-tiw56r58_150,1219295,random,first,['insert'],384840,0.581623,
N-tiw56r58_150,1219295,c_and_w,first,['insert'],229621,0.717447,
N-tiw56r58_150,1219295,random,best,['transpose'],32015,0.000224,
N-tiw56r58_150,1219295,c_and_w,best,['transpose'],23135,0.000253,
N-tiw56r58_150,1219295,random,best,['exchange'],383287,0.39172,
N-tiw56r58_150,1219295,c_and_w,best,['exchange'],227680,0.340924,
N-tiw56r58_150,1219295,random,best,['insert'],394455,0.774326,
N-tiw56r58_150,1219295,c_and_w,best,['insert'],238429,0.747532,
N-tiw56r66_150,1940755,random,first,['transpose'],38885,0.000119,
N-tiw56r66_150,1940755,c_and_w,first,['transpose'],19625,9.3e-05,
N-tiw56r66_150,1940755,random,first,['exchange'],654796,2.2184,
N-tiw56r66_150,1940755,c_and_w,first,['exchange'],380087,1.68748,
N-tiw56r66_150,1940755,random,first,['insert'],646428,0.582384,
N-tiw56r66_150,1940755,c_and_w,first,['insert'],351035,0.76709,
N-tiw56r66_150,1940755,random,best,['transpose'],40273,0.000283,
N-tiw56r66_150,1940755,c_and_w,best,['transpose'],18144,0.000346,
N-tiw56r66_150,1940755,random,best,['exchange'],658717,0.365924,
N-tiw56r66_150,1940755,c_and_w,best,['exchange'],360605,0.399084,
N-tiw56r66_150,1940755,random,best,['insert'],648027,0.947297,
N-tiw56r66_150,1940755,c_and_w,best,['insert'],390240,0.841592,
N-tiw56r67_150,2056347,random,first,['transpose'],19166,0.000114,
N-tiw56r67_150,2056347,c_and_w,first,['transpose'],18265,0.00011,
N-tiw56r67_150,2056347,random,first,['exchange'],705920,1.8734,
N-tiw56r67_150,2056347,c_and_w,first,['exchange'],391121,1.57708,
N-tiw56r67_150,2056347,random,first,['insert'],698146,0.617911,
N-tiw56r67_150,2056347,c_and_w,first,['insert'],377422,0.68724,
N-tiw56r67_150,2056347,random,best,['transpose'],27970,0.000147,
N-tiw56r67_150,2056347,c_and_w,best,['transpose'],21316,0.000317,
N-tiw56r67_150,2056347,random,best,['exchange'],711562,0.388048,
N-tiw56r67_150,2056347,c_and_w,best,['exchange'],376044,0.417871,
N-tiw56r67_150,2056347,random,best,['insert'],700733,0.771885,
N-tiw56r67_150,2056347,c_and_w,best,['insert'],378668,0.72338,
N-tiw56r72_150,2823758,random,first,['transpose'],93277,0.000107,
N-tiw56r72_150,2823758,c_and_w,first,['transpose'],24530,7.3e-05,
N-tiw56r72_150,2823758,random,first,['exchange'],972742,1.86567,
N-tiw56r72_150,2823758,c_and_w,first,['exchange'],668609,1.48461,
N-tiw56r72_150,2823758,random,first,['insert'],934278,0.701696,
N-tiw56r72_150,2823758,c_and_w,first,['insert'],617571,0.52475,
N-tiw56r72_150,2823758,random,best,['transpose'],69802,0.000237,
N-tiw56r72_150,2823758,c_and_w,best,['transpose'],38677,0.000168,
N-tiw56r72_150,2823758,random,best,['exchange'],950544,0.325585,
N-tiw56r72_150,2823758,c_and_w,best,['exchange'],635696,0.396758,
N-tiw56r72_150,2823758,random,best,['insert'],984673,0.782116,
N-tiw56r72_150,2823758,c_and_w,best,['insert'],656667,0.761361,
N-be75eec_250,8893533,random,first,['transpose'],77647,0.000232,
N-be75eec_250,8893533,c_and_w,first,['transpose'],58738,0.000219,
N-be75eec_250,8893533,random,first,['exchange'],3116611,28.2454,
N-be75eec_250,8893533,c_and_w,first,['exchange'],1750821,20.1998,
N-be75eec_250,8893533,random,first,['insert'],2957316,8.28288,
N-be75eec_250,8893533,c_and_w,first,['insert'],1650142,7.12587,
N-be75eec_250,8893533,random,best,['transpose'],74741,0.000623,
N-be75eec_250,8893533,c_and_w,best,['transpose'],130352,0.000582,
N-be75eec_250,8893533,random,best,['exchange'],2998723,4.33679,
N-be75eec_250,8893533,c_and_w,best,['exchange'],1700179,3.52933,
N-be75eec_250,8893533,random,best,['insert'],3023664,6.04336,
N-be75eec_250,8893533,c_and_w,best,['insert'],1740638,7.56768,
N-be75np_250,17814072,random,first,['transpose'],258071,0.000205,
N-be75np_250,17814072,c_and_w,first,['transpose'],312309,0.000305,
N-be75np_250,17814072,random,first,['exchange'],5750784,26.8483,
N-be75np_250,17814072,c_and_w,first,['exchange'],3346333,24.6255,
N-be75np_250,17814072,random,first,['insert'],5469335,10.388,
N-be75np_250,17814072,c_and_w,first,['insert'],3220245,9.76686,
N-be75np_250,17814072,random,best,['transpose'],198630,0.000678,
N-be75np_250,17814072,c_and_w,best,['transpose'],341171,0.000821,
N-be75np_250,17814072,random,best,['exchange'],5469649,3.87677,
N-be75np_250,17814072,c_and_w,best,['exchange'],3242402,4.00267,
N-be75np_250,17814072,random,best,['insert'],5576362,7.73729,
N-be75np_250,17814072,c_and_w,best,['insert'],3260994,6.93251,
N-be75oi_250,5910096,random,first,['transpose'],19972,0.000195,
N-be75oi_250,5910096,c_and_w,first,['transpose'],17733,0.000182,
N-be75oi_250,5910096,random,first,['exchange'],2819948,30.5036,
N-be75oi_250,5910096,c_and_w,first,['exchange'],1059001,26.4427,
N-be75oi_250,5910096,random,first,['insert'],2778742,6.64145,
N-be75oi_250,5910096,c_and_w,first,['insert'],954748,7.60711,
N-be75oi_250,5910096,random,best,['transpose'],56642,0.000516,
N-be75oi_250,5910096,c_and_w,best,['transpose'],19335,0.000484,
N-be75oi_250,5910096,random,best,['exchange'],2801828,4.08031,
N-be75oi_250,5910096,c_and_w,best,['exchange'],986421,4.0619,
N-be75oi_250,5910096,random,best,['insert'],2777917,7.55778,
N-be75oi_250,5910096,c_and_w,best,['insert'],999016,7.48392,
N-be75tot_250,30958609,random,first,['transpose'],180758,0.000286,
N-be75tot_250,30958609,c_and_w,first,['transpose'],223211,0.000255,
N-be75tot_250,30958609,random,first,['exchange'],10121302,28.0121,
N-be75tot_250,30958609,c_and_w,first,['exchange'],5804539,23.8391,
N-be75tot_250,30958609,random,first,['insert'],9248567,5.98939,
N-be75tot_250,30958609,c_and_w,first,['insert'],5377441,6.49206,
N-be75tot_250,30958609,random,best,['transpose'],265610,0.000788,
N-be75tot_250,30958609,c_and_w,best,['transpose'],247046,0.000602,
N-be75tot_250,30958609,random,best,['exchange'],9647795,3.5293,
N-be75tot_250,30958609,c_and_w,best,['exchange'],5359690,3.7408,
N-be75tot_250,30958609,random,best,['insert'],9674826,7.51103,
N-be75tot_250,30958609,c_and_w,best,['insert'],5387218,7.09963,
N-stabu1_250,7742444,random,first,['transpose'],173403,0.000286,
N-stabu1_250,7742444,c_and_w,first,['transpose'],121582,0.00039,
N-stabu1_250,7742444,random,first,['exchange'],2778450,29.4967,
N-stabu1_250,7742444,c_and_w,first,['exchange'],1404881,23.676,
N-stabu1_250,7742444,random,first,['insert'],2674016,8.66569,
N-stabu1_250,7742444,c_and_w,first,['insert'],1286089,7.88626,
N-stabu1_250,7742444,random,best,['transpose'],143054,0.000846,
N-stabu1_250,7742444,c_and_w,best,['transpose'],122609,0.000898,
N-stabu1_250,7742444,random,best,['exchange'],2756437,4.45726,
N-stabu1_250,7742444,c_and_w,best,['exchange'],1413770,4.54326,
N-stabu1_250,7742444,random,best,['insert'],2752641,8.46887,
N-stabu1_250,7742444,c_and_w,best,['insert'],1365894,7.30967,
N-stabu2_250,11500448,random,first,['transpose'],57919,0.000294,
N-stabu2_250,11500448,c_and_w,first,['transpose'],174443,0.000361,
N-stabu2_250,11500448,random,first,['exchange'],3168876,26.4995,
N-stabu2_250,11500448,c_and_w,first,['exchange'],2245935,22.5648,
N-stabu2_250,11500448,random,first,['insert'],3022482,7.90104,
N-stabu2_250,11500448,c_and_w,first,['insert'],2115524,9.48362,
N-stabu2_250,11500448,random,best,['transpose'],101003,0.0008,
N-stabu2_250,11500448,c_and_w,best,['transpose'],182507,0.00096,
N-stabu2_250,11500448,random,best,['exchange'],3082481,4.04794,
N-stabu2_250,11500448,c_and_w,best,['exchange'],2202008,4.23293,
N-stabu2_250,11500448,random,best,['insert'],3124334,7.41402,
N-stabu2_250,11500448,c_and_w,best,['insert'],2182183,7.5933,
N-stabu3_250,11900315,random,first,['transpose'],137631,0.000285,
N-stabu3_250,11900315,c_and_w,first,['transpose'],182856,0.000478,
N-stabu3_250,11900315,random,first,['exchange'],4153036,30.1355,
N-stabu3_250,11900315,c_and_w,first,['exchange'],2417535,23.7629,
N-stabu3_250,11900315,random,first,['insert'],4024353,8.94213,
N-stabu3_250,11900315,c_and_w,first,['insert'],2248945,10.5174,
N-stabu3_250,11900315,random,best,['transpose'],178417,0.000803,
N-stabu3_250,11900315,c_and_w,best,['transpose'],207145,0.000867,
N-stabu3_250,11900315,random,best,['exchange'],4135429,4.15737,
N-stabu3_250,11900315,c_and_w,best,['exchange'],2285923,4.25048,
N-stabu3_250,11900315,random,best,['insert'],4109859,8.67408,
N-stabu3_250,11900315,c_and_w,best,['insert'],2386788,7.0601,
N-t59b11xx_250,8411910,random,first,['transpose'],56735,0.000179,
N-t59b11xx_250,8411910,c_and_w,first,['transpose'],51365,0.000182,
N-t59b11xx_250,8411910,random,first,['exchange'],2617790,17.0242,
N-t59b11xx_250,8411910,c_and_w,first,['exchange'],1538890,18.1044,
N-t59b11xx_250,8411910,random,first,['insert'],2508020,5.96025,
N-t59b11xx_250,8411910,c_and_w,first,['insert'],1391615,5.0407,
N-t59b11xx_250,8411910,random,best,['transpose'],59890,0.000342,
N-t59b11xx_250,8411910,c_and_w,best,['transpose'],51705,0.00044,
N-t59b11xx_250,8411910,random,best,['exchange'],2570700,3.89836,
N-t59b11xx_250,8411910,c_and_w,best,['exchange'],1472665,3.67937,
N-t59b11xx_250,8411910,random,best,['insert'],2520740,6.9964,
N-t59b11xx_250,8411910,c_and_w,best,['insert'],1503505,6.43647,
N-t59d11xx_250,3841167,random,first,['transpose'],28156,0.000172,
N-t59d11xx_250,3841167,c_and_w,first,['transpose'],25241,0.000236,
N-t59d11xx_250,3841167,random,first,['exchange'],1096742,20.0015,
N-t59d11xx_250,3841167,c_and_w,first,['exchange'],652552,18.5934,
N-t59d11xx_250,3841167,random,first,['insert'],1054680,8.72106,
N-t59d11xx_250,3841167,c_and_w,first,['insert'],618794,7.9902,
N-t59d11xx_250,3841167,random,best,['transpose'],36778,0.000467,
N-t59d11xx_250,3841167,c_and_w,best,['transpose'],25500,0.000677,
N-t59d11xx_250,3841167,random,best,['exchange'],1062236,3.52073,
N-t59d11xx_250,3841167,c_and_w,best,['exchange'],621807,3.08306,
N-t59d11xx_250,3841167,random,best,['insert'],1066632,7.5617,
N-t59d11xx_250,3841167,c_and_w,best,['insert'],629415,7.08692,
N-t59f11xx_250,3993006,random,first,['transpose'],38044,0.000211,
N-t59f11xx_250,3993006,c_and_w,first,['transpose'],32266,0.000214,
N-t59f11xx_250,3993006,random,first,['exchange'],1086761,20.1229,
N-t59f11xx_250,3993006,c_and_w,first,['exchange'],810012,16.966,
N-t59f11xx_250,3993006,random,first,['insert'],1033068,5.63627,
N-t59f11xx_250,3993006,c_and_w,first,['insert'],739556,6.46927,
N-t59f11xx_250,3993006,random,best,['transpose'],43116,0.000571,
N-t59f11xx_250,3993006,c_and_w,best,['transpose'],37420,0.000662,
N-t59f11xx_250,3993006,random,best,['exchange'],1077423,3.92309,
N-t59f11xx_250,3993006,c_and_w,best,['exchange'],794374,3.45794,
N-t59f11xx_250,3993006,random,best,['insert'],1096151,8.63123,
N-t59f11xx_250,3993006,c_and_w,best,['insert'],814675,6.98037,
N-t59n11xx_250,825608,random,first,['transpose'],11839,0.000221,
N-t59n11xx_250,825608,c_and_w,first,['transpose'],3492,0.000196,
N-t59n11xx_250,825608,random,first,['exchange'],256620,23.685,
N-t59n11xx_250,825608,c_and_w,first,['exchange'],165733,19.7435,
N-t59n11xx_250,825608,random,first,['insert'],247585,6.07415,
N-t59n11xx_250,825608,c_and_w,first,['insert'],153135,6.26547,
N-t59n11xx_250,825608,random,best,['transpose'],12330,0.000527,
N-t59n11xx_250,825608,c_and_w,best,['transpose'],3864,0.000456,
N-t59n11xx_250,825608,random,best,['exchange'],242529,3.67707,
N-t59n11xx_250,825608,c_and_w,best,['exchange'],158872,3.82619,
N-t59n11xx_250,825608,random,best,['insert'],246058,6.63629,
N-t59n11xx_250,825608,c_and_w,best,['insert'],163603,6.55244,
N-t65b11xx_250,17273996,random,first,['transpose'],178545,0.000217,
N-t65b11xx_250,17273996,c_and_w,first,['transpose'],189319,0.000296,
N-t65b11xx_250,17273996,random,first,['exchange'],5916322,26.5482,
N-t65b11xx_250,17273996,c_and_w,first,['exchange'],3264068,25.9187,
N-t65b11xx_250,17273996,random,first,['insert'],5753087,7.39024,
N-t65b11xx_250,17273996,c_and_w,first,['insert'],2948402,7.45219,
N-t65b11xx_250,17273996,random,best,['transpose'],293833,0.001005,
N-t65b11xx_250,17273996,c_and_w,best,['transpose'],176280,0.000711,
N-t65b11xx_250,17273996,random,best,['exchange'],5723862,3.91331,
N-t65b11xx_250,17273996,c_and_w,best,['exchange'],3061212,4.11023,
N-t65b11xx_250,17273996,random,best,['insert'],5783520,8.20509,
N-t65b11xx_250,17273996,c_and_w,best,['insert'],3128560,6.91173,
N-t65d11xx_250,9351696,random,first,['transpose'],143126,0.000246,
N-t65d11xx_250,9351696,c_and_w,first,['transpose'],105551,0.000313,
N-t65d11xx_250,9351696,random,first,['exchange'],2859638,23.3476,
N-t65d11xx_250,9351696,c_and_w,first,['exchange'],1774048,23.8707,
N-t65d11xx_250,9351696,random,first,['insert'],2786594,7.98076,
N-t65d11xx_250,9351696,c_and_w,first,['insert'],1667428,8.34718,
N-t65d11xx_250,9351696,random,best,['transpose'],103053,0.000624,
N-t65d11xx_250,9351696,c_and_w,best,['transpose'],117327,0.000757,
N-t65d11xx_250,9351696,random,best,['exchange'],2752225,3.78094,
N-t65d11xx_250,9351696,c_and_w,best,['exchange'],1639204,3.66352,
N-t65d11xx_250,9351696,random,best,['insert'],2810155,7.80167,
N-t65d11xx_250,9351696,c_and_w,best,['insert'],1760674,7.17265,
N-t65f11xx_250,8409567,random,first,['transpose'],117562,0.000595,
N-t65f11xx_250,8409567,c_and_w,first,['transpose'],69432,0.000359,
N-t65f11xx_250,8409567,random,first,['exchange'],2468549,24.6388,
N-t65f11xx_250,8409567,c_and_w,first,['exchange'],1697176,21.4887,
N-t65f11xx_250,8409567,random,first,['insert'],2440808,8.09025,
N-t65f11xx_250,8409567,c_and_w,first,['insert'],1539884,7.4853,
N-t65f11xx_250,8409567,random,best,['transpose'],129990,0.000968,
N-t65f11xx_250,8409567,c_and_w,best,['transpose'],79254,0.00078,
N-t65f11xx_250,8409567,random,best,['exchange'],2423477,4.07454,
N-t65f11xx_250,8409567,c_and_w,best,['exchange'],1636820,4.0729,
N-t65f11xx_250,8409567,random,best,['insert'],2389782,6.99255,
N-t65f11xx_250,8409567,c_and_w,best,['insert'],1644626,6.91763,
N-t65l11xx_250,666254,random,first,['transpose'],4667,8.3e-05,
N-t65l11xx_250,666254,c_and_w,first,['transpose'],2945,9.7e-05,
N-t65l11xx_250,666254,random,first,['exchange'],258584,20.5828,
N-t65l11xx_250,666254,c_and_w,first,['exchange'],129682,15.446,
N-t65l11xx_250,666254,random,first,['insert'],246474,4.20545,
N-t65l11xx_250,666254,c_and_w,first,['insert'],122612,3.18172,
N-t65l11xx_250,666254,random,best,['transpose'],5239,0.000198,
N-t65l11xx_250,666254,c_and_w,best,['transpose'],5789,0.00021,
N-t65l11xx_250,666254,random,best,['exchange'],249222,3.32281,
N-t65l11xx_250,666254,c_and_w,best,['exchange'],123344,3.16595,
N-t65l11xx_250,666254,random,best,['insert'],248107,6.02837,
N-t65l11xx_250,666254,c_and_w,best,['insert'],130727,6.58226,
N-t65n11xx_250,1429362,random,first,['transpose'],14274,0.000229,
N-t65n11xx_250,1429362,c_and_w,first,['transpose'],11572,0.000217,
N-t65n11xx_250,1429362,random,first,['exchange'],450152,23.9648,
N-t65n11xx_250,1429362,c_and_w,first,['exchange'],300446,23.6806,
N-t65n11xx_250,1429362,random,first,['insert'],421532,5.57652,
N-t65n11xx_250,1429362,c_and_w,first,['insert'],293634,6.29456,
N-t65n11xx_250,1429362,random,best,['transpose'],16570,0.000579,
N-t65n11xx_250,1429362,c_and_w,best,['transpose'],13482,0.000573,
N-t65n11xx_250,1429362,random,best,['exchange'],432949,4.09425,
N-t65n11xx_250,1429362,c_and_w,best,['exchange'],278900,3.70135,
N-t65n11xx_250,1429362,random,best,['insert'],439759,7.44045,
N-t65n11xx_250,1429362,c_and_w,best,['insert'],290007,6.44201,
N-t69r11xx_250,31815927,random,first,['transpose'],461689,0.000265,
N-t69r11xx_250,31815927,c_and_w,first,['transpose'],360797,0.000243,
N-t69r11xx_250,31815927,random,first,['exchange'],10141542,28.0556,
N-t69r11xx_250,31815927,c_and_w,first,['exchange'],6640779,23.2757,
N-t69r11xx_250,31815927,random,first,['insert'],9565739,6.7449,
N-t69r11xx_250,31815927,c_and_w,first,['insert'],6585329,7.92219,
N-t69r11xx_250,31815927,random,best,['transpose'],459143,0.000611,
N-t69r11xx_250,31815927,c_and_w,best,['transpose'],357036,0.000596,
N-t69r11xx_250,31815927,random,best,['exchange'],9633734,4.05593,
N-t69r11xx_250,31815927,c_and_w,best,['exchange'],6573385,4.07871,
N-t69r11xx_250,31815927,random,best,['insert'],9700680,7.84945,
N-t69r11xx_250,31815927,c_and_w,best,['insert'],6601039,7.31999,
N-t70b11xx_250,25403045,random,first,['transpose'],322717,0.000261,
N-t70b11xx_250,25403045,c_and_w,first,['transpose'],265571,0.00023,
N-t70b11xx_250,25403045,random,first,['exchange'],7956200,23.1789,
N-t70b11xx_250,25403045,c_and_w,first,['exchange'],4904893,24.6337,
N-t70b11xx_250,25403045,random,first,['insert'],7735763,6.81083,
N-t70b11xx_250,25403045,c_and_w,first,['insert'],4422674,9.19105,
N-t70b11xx_250,25403045,random,best,['transpose'],360321,0.000755,
N-t70b11xx_250,25403045,c_and_w,best,['transpose'],292958,0.000672,
N-t70b11xx_250,25403045,random,best,['exchange'],7898715,4.35159,
N-t70b11xx_250,25403045,c_and_w,best,['exchange'],4629611,3.58985,
N-t70b11xx_250,25403045,random,best,['insert'],7704755,7.81467,
N-t70b11xx_250,25403045,c_and_w,best,['insert'],4751070,7.01821,
N-t70d11xn_250,15207063,random,first,['transpose'],156500,0.000403,
N-t70d11xn_250,15207063,c_and_w,first,['transpose'],151966,0.000312,
N-t70d11xn_250,15207063,random,first,['exchange'],4207331,27.6477,
N-t70d11xn_250,15207063,c_and_w,first,['exchange'],2682750,25.8319,
N-t70d11xn_250,15207063,random,first,['insert'],4009761,9.42836,
N-t70d11xn_250,15207063,c_and_w,first,['insert'],2486979,9.21512,
N-t70d11xn_250,15207063,random,best,['transpose'],199462,0.001081,
N-t70d11xn_250,15207063,c_and_w,best,['transpose'],194393,0.000851,
N-t70d11xn_250,15207063,random,best,['exchange'],4135059,4.63395,
N-t70d11xn_250,15207063,c_and_w,best,['exchange'],2563551,4.27468,
N-t70d11xn_250,15207063,random,best,['insert'],4288473,9.206,
N-t70d11xn_250,15207063,c_and_w,best,['insert'],2625940,6.83086,
N-t70d11xx_250,16040574,random,first,['transpose'],146828,0.000451,
N-t70d11xx_250,16040574,c_and_w,first,['transpose'],279037,0.000341,
N-t70d11xx_250,16040574,random,first,['exchange'],4619995,28.726,
N-t70d11xx_250,16040574,c_and_w,first,['exchange'],2974250,25.5785,
N-t70d11xx_250,16040574,random,first,['insert'],4518136,11.387,
N-t70d11xx_250,16040574,c_and_w,first,['insert'],2804826,8.94761,
N-t70d11xx_250,16040574,random,best,['transpose'],140694,0.000853,
N-t70d11xx_250,16040574,c_and_w,best,['transpose'],198326,0.001036,
N-t70d11xx_250,16040574,random,best,['exchange'],4484451,4.80633,
N-t70d11xx_250,16040574,c_and_w,best,['exchange'],2865753,4.22796,
N-t70d11xx_250,16040574,random,best,['insert'],4584328,7.8579,
N-t70d11xx_250,16040574,c_and_w,best,['insert'],2926129,7.53581,
N-t70f11xx_250,13586135,random,first,['transpose'],167482,0.000278,
N-t70f11xx_250,13586135,c_and_w,first,['transpose'],126944,0.000288,
N-t70f11xx_250,13586135,random,first,['exchange'],3832203,22.1909,
N-t70f11xx_250,13586135,c_and_w,first,['exchange'],2692056,19.9718,
N-t70f11xx_250,13586135,random,first,['insert'],3781668,7.81405,
N-t70f11xx_250,13586135,c_and_w,first,['insert'],2489253,7.28602,
N-t70f11xx_250,13586135,random,best,['transpose'],177357,0.000704,
N-t70f11xx_250,13586135,c_and_w,best,['transpose'],101162,0.000735,
N-t70f11xx_250,13586135,random,best,['exchange'],3693071,3.37917,
N-t70f11xx_250,13586135,c_and_w,best,['exchange'],2588739,3.92108,
N-t70f11xx_250,13586135,random,best,['insert'],3734102,7.5752,
N-t70f11xx_250,13586135,c_and_w,best,['insert'],2573722,6.71426,
N-t70l11xx_250,1113128,random,first,['transpose'],18301,0.00011,
N-t70l11xx_250,1113128,c_and_w,first,['transpose'],10690,8.3e-05,
N-t70l11xx_250,1113128,random,first,['exchange'],431776,22.3169,
N-t70l11xx_250,1113128,c_and_w,first,['exchange'],288367,19.6821,
N-t70l11xx_250,1113128,random,first,['insert'],412228,5.95774,
N-t70l11xx_250,1113128,c_and_w,first,['insert'],262379,5.07548,
N-t70l11xx_250,1113128,random,best,['transpose'],18138,0.000281,
N-t70l11xx_250,1113128,c_and_w,best,['transpose'],9807,0.000228,
N-t70l11xx_250,1113128,random,best,['exchange'],418482,3.79241,
N-t70l11xx_250,1113128,c_and_w,best,['exchange'],282106,3.34692,
N-t70l11xx_250,1113128,random,best,['insert'],421964,7.18162,
N-t70l11xx_250,1113128,c_and_w,best,['insert'],272455,6.28524,
N-t70n11xx_250,2444390,random,first,['transpose'],31423,0.000334,
N-t70n11xx_250,2444390,c_and_w,first,['transpose'],17254,0.000266,
N-t70n11xx_250,2444390,random,first,['exchange'],750070,25.6683,
N-t70n11xx_250,2444390,c_and_w,first,['exchange'],500147,24.7418,
N-t70n11xx_250,2444390,random,first,['insert'],708595,7.5281,
N-t70n11xx_250,2444390,c_and_w,first,['insert'],490285,9.67394,
N-t70n11xx_250,2444390,random,best,['transpose'],42392,0.000787,
N-t70n11xx_250,2444390,c_and_w,best,['transpose'],16895,0.000642,
N-t70n11xx_250,2444390,random,best,['exchange'],720561,4.46852,
N-t70n11xx_250,2444390,c_and_w,best,['exchange'],493347,3.78857,
N-t70n11xx_250,2444390,random,best,['insert'],716252,6.89263,
N-t70n11xx_250,2444390,c_and_w,best,['insert'],488501,6.53538,
N-t74d11xx_250,24430250,random,first,['transpose'],223600,0.000323,
N-t74d11xx_250,24430250,c_and_w,first,['transpose'],312269,0.000352,
N-t74d11xx_250,24430250,random,first,['exchange'],7153680,28.2042,
N-t74d11xx_250,24430250,c_and_w,first,['exchange'],4579150,25.5408,
N-t74d11xx_250,24430250,random,first,['insert'],6645871,9.88673,
N-t74d11xx_250,24430250,c_and_w,first,['insert'],4122633,10.0352,
N-t74d11xx_250,24430250,random,best,['transpose'],293316,0.000886,
N-t74d11xx_250,24430250,c_and_w,best,['transpose'],335620,0.000862,
N-t74d11xx_250,24430250,random,best,['exchange'],7023119,3.74098,
N-t74d11xx_250,24430250,c_and_w,best,['exchange'],4218039,3.88378,
N-t74d11xx_250,24430250,random,best,['insert'],6951831,7.66824,
N-t74d11xx_250,24430250,c_and_w,best,['insert'],4509010,7.40822,
N-t75d11xx_250,25017059,random,first,['transpose'],238439,0.000317,
N-t75d11xx_250,25017059,c_and_w,first,['transpose'],249883,0.000471,
N-t75d11xx_250,25017059,random,first,['exchange'],7034850,28.4729,
N-t75d11xx_250,25017059,c_and_w,first,['exchange'],4749874,26.3809,
N-t75d11xx_250,25017059,random,first,['insert'],6670087,7.43043,
N-t75d11xx_250,25017059,c_and_w,first,['insert'],4241955,7.54378,
N-t75d11xx_250,25017059,random,best,['transpose'],257951,0.000869,
N-t75d11xx_250,25017059,c_and_w,best,['transpose'],290227,0.000784,
N-t75d11xx_250,25017059,random,best,['exchange'],6843875,4.22945,
N-t75d11xx_250,25017059,c_and_w,best,['exchange'],4360109,3.47616,
N-t75d11xx_250,25017059,random,best,['insert'],6833011,6.81456,
N-t75d11xx_250,25017059,c_and_w,best,['insert'],4580054,6.26123,
N-t75e11xx_250,106873878,random,first,['transpose'],1011052,0.000223,
N-t75e11xx_250,106873878,c_and_w,first,['transpose'],1091624,0.00028,
N-t75e11xx_250,106873878,random,first,['exchange'],30843303,30.1845,
N-t75e11xx_250,106873878,c_and_w,first,['exchange'],23633975,27.5485,
N-t75e11xx_250,106873878,random,first,['insert'],28103081,8.97062,
N-t75e11xx_250,106873878,c_and_w,first,['insert'],21229057,9.56232,
N-t75e11xx_250,106873878,random,best,['transpose'],1341307,0.000623,
N-t75e11xx_250,106873878,c_and_w,best,['transpose'],1312791,0.000706,
N-t75e11xx_250,106873878,random,best,['exchange'],29657565,3.36647,
N-t75e11xx_250,106873878,c_and_w,best,['exchange'],22562838,3.84746,
