algorithm,avg_gap_pct,std_gap_pct,total_time_s
transpose -> exchange -> insert,79.41678645014966,2.2463871033546923,997.5200600000001
transpose -> insert -> exchange,80.61676620803523,2.2482656767899423,439.199981
