algo,pivot,neighborhood,sol_start,instance,best_known_cost,cost,elapsed_seconds,solution
vnd,first,['exchange'],random,N-be75eec_150,1155392,3396593,0.351478,
vnd,first,['exchange'],c_and_w,N-be75eec_150,1155392,3379429,0.279185,
vnd,first,['insert'],random,N-be75eec_150,1155392,3328604,0.12029,
vnd,first,['insert'],c_and_w,N-be75eec_150,1155392,3333196,0.121787,
vnd,best,['transpose'],random,N-be75eec_150,1155392,2182589,2.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,1155392,2660170,7.6e-05,
vnd,best,['exchange'],random,N-be75eec_150,1155392,3373535,0.068575,
vnd,best,['exchange'],c_and_w,N-be75eec_150,1155392,3346308,0.058819,
vnd,best,['insert'],random,N-be75eec_150,1155392,3369650,0.105561,
vnd,best,['insert'],c_and_w,N-be75eec_150,1155392,3381254,0.117805,
vnd,first,['transpose'],random,N-be75eec_150,1626921,2169797,2.9e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,1626921,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,1626921,3396593,0.339552,
vnd,first,['exchange'],c_and_w,N-be75eec_150,1626921,3379429,0.281859,
vnd,first,['insert'],random,N-be75eec_150,1626921,3328604,0.121072,
vnd,first,['insert'],c_and_w,N-be75eec_150,1626921,3333196,0.127294,
vnd,best,['transpose'],random,N-be75eec_150,1626921,2182589,2.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,1626921,2660170,7.5e-05,
vnd,best,['exchange'],random,N-be75eec_150,1626921,3373535,0.064938,
vnd,best,['exchange'],c_and_w,N-be75eec_150,1626921,3346308,0.059058,
vnd,best,['insert'],random,N-be75eec_150,1626921,3369650,0.118078,
vnd,best,['insert'],c_and_w,N-be75eec_150,1626921,3381254,0.125598,
vnd,first,['transpose'],random,N-be75eec_150,2107619,2169797,3e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,2107619,2657351,3.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,2107619,3396593,0.370725,
vnd,first,['exchange'],c_and_w,N-be75eec_150,2107619,3379429,0.312272,
vnd,first,['insert'],random,N-be75eec_150,2107619,3328604,0.138171,
vnd,first,['insert'],c_and_w,N-be75eec_150,2107619,3333196,0.132641,
vnd,best,['transpose'],random,N-be75eec_150,2107619,2182589,2.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,2107619,2660170,2.9e-05,
vnd,best,['exchange'],random,N-be75eec_150,2107619,3373535,0.083371,
vnd,best,['exchange'],c_and_w,N-be75eec_150,2107619,3346308,0.062348,
vnd,best,['insert'],random,N-be75eec_150,2107619,3369650,0.132235,
vnd,best,['insert'],c_and_w,N-be75eec_150,2107619,3381254,0.126791,
vnd,first,['transpose'],random,N-be75eec_150,2372926,2169797,2.7e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,2372926,2657351,3e-05,
vnd,first,['exchange'],random,N-be75eec_150,2372926,3396593,0.355533,
vnd,first,['exchange'],c_and_w,N-be75eec_150,2372926,3379429,0.293939,
vnd,first,['insert'],random,N-be75eec_150,2372926,3328604,0.138656,
vnd,first,['insert'],c_and_w,N-be75eec_150,2372926,3333196,0.135927,
vnd,best,['transpose'],random,N-be75eec_150,2372926,2182589,2.6e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,2372926,2660170,7.4e-05,
vnd,best,['exchange'],random,N-be75eec_150,2372926,3373535,0.078801,
vnd,best,['exchange'],c_and_w,N-be75eec_150,2372926,3346308,0.06068,
vnd,best,['insert'],random,N-be75eec_150,2372926,3369650,0.12336,
vnd,best,['insert'],c_and_w,N-be75eec_150,2372926,3381254,0.133548,
vnd,first,['transpose'],random,N-be75eec_150,4135907,2169797,1.1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,4135907,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,4135907,3396593,0.360035,
vnd,first,['exchange'],c_and_w,N-be75eec_150,4135907,3379429,0.301514,
vnd,first,['insert'],random,N-be75eec_150,4135907,3328604,0.146597,
vnd,first,['insert'],c_and_w,N-be75eec_150,4135907,3333196,0.153006,
vnd,best,['transpose'],random,N-be75eec_150,4135907,2182589,2.5e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,4135907,2660170,2.9e-05,
vnd,best,['exchange'],random,N-be75eec_150,4135907,3373535,0.076887,
vnd,best,['exchange'],c_and_w,N-be75eec_150,4135907,3346308,0.058456,
vnd,best,['insert'],random,N-be75eec_150,4135907,3369650,0.128436,
vnd,best,['insert'],c_and_w,N-be75eec_150,4135907,3381254,0.122405,
vnd,first,['transpose'],random,N-be75eec_150,958192,2169797,2.7e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,958192,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,958192,3396593,0.372514,
vnd,first,['exchange'],c_and_w,N-be75eec_150,958192,3379429,0.289078,
vnd,first,['insert'],random,N-be75eec_150,958192,3328604,0.12237,
vnd,first,['insert'],c_and_w,N-be75eec_150,958192,3333196,0.140621,
vnd,best,['transpose'],random,N-be75eec_150,958192,2182589,2.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,958192,2660170,8.5e-05,
vnd,best,['exchange'],random,N-be75eec_150,958192,3373535,0.068859,
vnd,best,['exchange'],c_and_w,N-be75eec_150,958192,3346308,0.065934,
vnd,best,['insert'],random,N-be75eec_150,958192,3369650,0.123344,
vnd,best,['insert'],c_and_w,N-be75eec_150,958192,3381254,0.12715,
vnd,first,['transpose'],random,N-be75eec_150,1219295,2169797,1.1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,1219295,2657351,1.1e-05,
vnd,first,['exchange'],random,N-be75eec_150,1219295,3396593,0.345617,
vnd,first,['exchange'],c_and_w,N-be75eec_150,1219295,3379429,0.310911,
vnd,first,['insert'],random,N-be75eec_150,1219295,3328604,0.120038,
vnd,first,['insert'],c_and_w,N-be75eec_150,1219295,3333196,0.132233,
vnd,best,['transpose'],random,N-be75eec_150,1219295,2182589,6.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,1219295,2660170,2.8e-05,
vnd,best,['exchange'],random,N-be75eec_150,1219295,3373535,0.082843,
vnd,best,['exchange'],c_and_w,N-be75eec_150,1219295,3346308,0.064351,
vnd,best,['insert'],random,N-be75eec_150,1219295,3369650,0.109609,
vnd,best,['insert'],c_and_w,N-be75eec_150,1219295,3381254,0.142188,
vnd,first,['transpose'],random,N-be75eec_150,1940755,2169797,1.2e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,1940755,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,1940755,3396593,0.352844,
vnd,first,['exchange'],c_and_w,N-be75eec_150,1940755,3379429,0.282398,
vnd,first,['insert'],random,N-be75eec_150,1940755,3328604,0.121339,
vnd,first,['insert'],c_and_w,N-be75eec_150,1940755,3333196,0.153847,
vnd,best,['transpose'],random,N-be75eec_150,1940755,2182589,2.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,1940755,2660170,7.3e-05,
vnd,best,['exchange'],random,N-be75eec_150,1940755,3373535,0.06586,
vnd,best,['exchange'],c_and_w,N-be75eec_150,1940755,3346308,0.074744,
vnd,best,['insert'],random,N-be75eec_150,1940755,3369650,0.11708,
vnd,best,['insert'],c_and_w,N-be75eec_150,1940755,3381254,0.144443,
vnd,first,['transpose'],random,N-be75eec_150,2056347,2169797,2.7e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,2056347,2657351,3e-05,
vnd,first,['exchange'],random,N-be75eec_150,2056347,3396593,0.380816,
vnd,first,['exchange'],c_and_w,N-be75eec_150,2056347,3379429,0.297114,
vnd,first,['insert'],random,N-be75eec_150,2056347,3328604,0.128921,
vnd,first,['insert'],c_and_w,N-be75eec_150,2056347,3333196,0.148861,
vnd,best,['transpose'],random,N-be75eec_150,2056347,2182589,2.6e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,2056347,2660170,2.8e-05,
vnd,best,['exchange'],random,N-be75eec_150,2056347,3373535,0.064987,
vnd,best,['exchange'],c_and_w,N-be75eec_150,2056347,3346308,0.084383,
vnd,best,['insert'],random,N-be75eec_150,2056347,3369650,0.11795,
vnd,best,['insert'],c_and_w,N-be75eec_150,2056347,3381254,0.142247,
vnd,first,['transpose'],random,N-be75eec_150,2823758,2169797,2.7e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,2823758,2657351,1.2e-05,
vnd,first,['exchange'],random,N-be75eec_150,2823758,3396593,0.347787,
vnd,first,['exchange'],c_and_w,N-be75eec_150,2823758,3379429,0.302643,
vnd,first,['insert'],random,N-be75eec_150,2823758,3328604,0.12944,
vnd,first,['insert'],c_and_w,N-be75eec_150,2823758,3333196,0.140595,
vnd,best,['transpose'],random,N-be75eec_150,2823758,2182589,2.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,2823758,2660170,2.9e-05,
vnd,best,['exchange'],random,N-be75eec_150,2823758,3373535,0.068346,
vnd,best,['exchange'],c_and_w,N-be75eec_150,2823758,3346308,0.071365,
vnd,best,['insert'],random,N-be75eec_150,2823758,3369650,0.119684,
vnd,best,['insert'],c_and_w,N-be75eec_150,2823758,3381254,0.130929,
vnd,first,['transpose'],random,N-be75eec_150,8893533,2169797,2.9e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,8893533,2657351,3.2e-05,
vnd,first,['exchange'],random,N-be75eec_150,8893533,3396593,0.378879,
vnd,first,['exchange'],c_and_w,N-be75eec_150,8893533,3379429,0.319827,
vnd,first,['insert'],random,N-be75eec_150,8893533,3328604,0.129635,
vnd,first,['insert'],c_and_w,N-be75eec_150,8893533,3333196,0.13212,
vnd,best,['transpose'],random,N-be75eec_150,8893533,2182589,2.6e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,8893533,2660170,2.8e-05,
vnd,best,['exchange'],random,N-be75eec_150,8893533,3373535,0.072052,
vnd,best,['exchange'],c_and_w,N-be75eec_150,8893533,3346308,0.067191,
vnd,best,['insert'],random,N-be75eec_150,8893533,3369650,0.126082,
vnd,best,['insert'],c_and_w,N-be75eec_150,8893533,3381254,0.132277,
vnd,first,['transpose'],random,N-be75eec_150,17814072,2169797,2.7e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,17814072,2657351,3.1e-05,
vnd,first,['exchange'],random,N-be75eec_150,17814072,3396593,0.365312,
vnd,first,['exchange'],c_and_w,N-be75eec_150,17814072,3379429,0.286381,
vnd,first,['insert'],random,N-be75eec_150,17814072,3328604,0.1474,
vnd,first,['insert'],c_and_w,N-be75eec_150,17814072,3333196,0.133714,
vnd,best,['transpose'],random,N-be75eec_150,17814072,2182589,6.8e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,17814072,2660170,2.9e-05,
vnd,best,['exchange'],random,N-be75eec_150,17814072,3373535,0.078037,
vnd,best,['exchange'],c_and_w,N-be75eec_150,17814072,3346308,0.063591,
vnd,best,['insert'],random,N-be75eec_150,17814072,3369650,0.111972,
vnd,best,['insert'],c_and_w,N-be75eec_150,17814072,3381254,0.132247,
vnd,first,['transpose'],random,N-be75eec_150,5910096,2169797,1.1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,5910096,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,5910096,3396593,0.363341,
vnd,first,['exchange'],c_and_w,N-be75eec_150,5910096,3379429,0.294011,
vnd,first,['insert'],random,N-be75eec_150,5910096,3328604,0.146717,
vnd,first,['insert'],c_and_w,N-be75eec_150,5910096,3333196,0.128985,
vnd,best,['transpose'],random,N-be75eec_150,5910096,2182589,2.6e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,5910096,2660170,7.4e-05,
vnd,best,['exchange'],random,N-be75eec_150,5910096,3373535,0.073464,
vnd,best,['exchange'],c_and_w,N-be75eec_150,5910096,3346308,0.06573,
vnd,best,['insert'],random,N-be75eec_150,5910096,3369650,0.114264,
vnd,best,['insert'],c_and_w,N-be75eec_150,5910096,3381254,0.126818,
vnd,first,['transpose'],random,N-be75eec_150,30958609,2169797,1.1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,30958609,2657351,3e-05,
vnd,first,['exchange'],random,N-be75eec_150,30958609,3396593,0.357956,
vnd,first,['exchange'],c_and_w,N-be75eec_150,30958609,3379429,0.276505,
vnd,first,['insert'],random,N-be75eec_150,30958609,3328604,0.143443,
vnd,first,['insert'],c_and_w,N-be75eec_150,30958609,3333196,0.124787,
vnd,best,['transpose'],random,N-be75eec_150,30958609,2182589,2.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,30958609,2660170,2.8e-05,
vnd,best,['exchange'],random,N-be75eec_150,30958609,3373535,0.080639,
vnd,best,['exchange'],c_and_w,N-be75eec_150,30958609,3346308,0.069598,
vnd,best,['insert'],random,N-be75eec_150,30958609,3369650,0.137018,
vnd,best,['insert'],c_and_w,N-be75eec_150,30958609,3381254,0.1522,
vnd,first,['transpose'],random,N-be75eec_150,7742444,2169797,1.1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,7742444,2657351,3e-05,
vnd,first,['exchange'],random,N-be75eec_150,7742444,3396593,0.358085,
vnd,first,['exchange'],c_and_w,N-be75eec_150,7742444,3379429,0.282817,
vnd,first,['insert'],random,N-be75eec_150,7742444,3328604,0.133999,
vnd,first,['insert'],c_and_w,N-be75eec_150,7742444,3333196,0.143676,
vnd,best,['transpose'],random,N-be75eec_150,7742444,2182589,6.8e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,7742444,2660170,7.4e-05,
vnd,best,['exchange'],random,N-be75eec_150,7742444,3373535,0.071385,
vnd,best,['exchange'],c_and_w,N-be75eec_150,7742444,3346308,0.074544,
vnd,best,['insert'],random,N-be75eec_150,7742444,3369650,0.129374,
vnd,best,['insert'],c_and_w,N-be75eec_150,7742444,3381254,0.129998,
vnd,first,['transpose'],random,N-be75eec_150,11500448,2169797,2.8e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,11500448,2657351,3.1e-05,
vnd,first,['exchange'],random,N-be75eec_150,11500448,3396593,0.347641,
vnd,first,['exchange'],c_and_w,N-be75eec_150,11500448,3379429,0.285206,
vnd,first,['insert'],random,N-be75eec_150,11500448,3328604,0.133168,
vnd,first,['insert'],c_and_w,N-be75eec_150,11500448,3333196,0.140897,
vnd,best,['transpose'],random,N-be75eec_150,11500448,2182589,2.6e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,11500448,2660170,8e-05,
vnd,best,['exchange'],random,N-be75eec_150,11500448,3373535,0.080299,
vnd,best,['exchange'],c_and_w,N-be75eec_150,11500448,3346308,0.06424,
vnd,best,['insert'],random,N-be75eec_150,11500448,3369650,0.122312,
vnd,best,['insert'],c_and_w,N-be75eec_150,11500448,3381254,0.119679,
vnd,first,['transpose'],random,N-be75eec_150,11900315,2169797,1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,11900315,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,11900315,3396593,0.386053,
vnd,first,['exchange'],c_and_w,N-be75eec_150,11900315,3379429,0.299228,
vnd,first,['insert'],random,N-be75eec_150,11900315,3328604,0.132552,
vnd,first,['insert'],c_and_w,N-be75eec_150,11900315,3333196,0.145219,
vnd,best,['transpose'],random,N-be75eec_150,11900315,2182589,2.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,11900315,2660170,2.9e-05,
vnd,best,['exchange'],random,N-be75eec_150,11900315,3373535,0.074433,
vnd,best,['exchange'],c_and_w,N-be75eec_150,11900315,3346308,0.094516,
vnd,best,['insert'],random,N-be75eec_150,11900315,3369650,0.10663,
vnd,best,['insert'],c_and_w,N-be75eec_150,11900315,3381254,0.135253,
vnd,first,['transpose'],random,N-be75eec_150,8411910,2169797,1.1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,8411910,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,8411910,3396593,0.338991,
vnd,first,['exchange'],c_and_w,N-be75eec_150,8411910,3379429,0.320905,
vnd,first,['insert'],random,N-be75eec_150,8411910,3328604,0.138145,
vnd,first,['insert'],c_and_w,N-be75eec_150,8411910,3333196,0.142929,
vnd,best,['transpose'],random,N-be75eec_150,8411910,2182589,2.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,8411910,2660170,7.4e-05,
vnd,best,['exchange'],random,N-be75eec_150,8411910,3373535,0.078075,
vnd,best,['exchange'],c_and_w,N-be75eec_150,8411910,3346308,0.060282,
vnd,best,['insert'],random,N-be75eec_150,8411910,3369650,0.116222,
vnd,best,['insert'],c_and_w,N-be75eec_150,8411910,3381254,0.134133,
vnd,first,['transpose'],random,N-be75eec_150,3841167,2169797,2.7e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,3841167,2657351,1.2e-05,
vnd,first,['exchange'],random,N-be75eec_150,3841167,3396593,0.357717,
vnd,first,['exchange'],c_and_w,N-be75eec_150,3841167,3379429,0.298135,
vnd,first,['insert'],random,N-be75eec_150,3841167,3328604,0.12536,
vnd,first,['insert'],c_and_w,N-be75eec_150,3841167,3333196,0.123283,
vnd,best,['transpose'],random,N-be75eec_150,3841167,2182589,2.6e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,3841167,2660170,7.4e-05,
vnd,best,['exchange'],random,N-be75eec_150,3841167,3373535,0.076235,
vnd,best,['exchange'],c_and_w,N-be75eec_150,3841167,3346308,0.064644,
vnd,best,['insert'],random,N-be75eec_150,3841167,3369650,0.130164,
vnd,best,['insert'],c_and_w,N-be75eec_150,3841167,3381254,0.120593,
vnd,first,['transpose'],random,N-be75eec_150,3993006,2169797,1.1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,3993006,2657351,3.1e-05,
vnd,first,['exchange'],random,N-be75eec_150,3993006,3396593,0.361042,
vnd,first,['exchange'],c_and_w,N-be75eec_150,3993006,3379429,0.297775,
vnd,first,['insert'],random,N-be75eec_150,3993006,3328604,0.143902,
vnd,first,['insert'],c_and_w,N-be75eec_150,3993006,3333196,0.154416,
vnd,best,['transpose'],random,N-be75eec_150,3993006,2182589,6.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,3993006,2660170,2.9e-05,
vnd,best,['exchange'],random,N-be75eec_150,3993006,3373535,0.076644,
vnd,best,['exchange'],c_and_w,N-be75eec_150,3993006,3346308,0.075928,
vnd,best,['insert'],random,N-be75eec_150,3993006,3369650,0.120188,
vnd,best,['insert'],c_and_w,N-be75eec_150,3993006,3381254,0.129314,
vnd,first,['transpose'],random,N-be75eec_150,825608,2169797,1.2e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,825608,2657351,1.2e-05,
vnd,first,['exchange'],random,N-be75eec_150,825608,3396593,0.362073,
vnd,first,['exchange'],c_and_w,N-be75eec_150,825608,3379429,0.285428,
vnd,first,['insert'],random,N-be75eec_150,825608,3328604,0.138682,
vnd,first,['insert'],c_and_w,N-be75eec_150,825608,3333196,0.142639,
vnd,best,['transpose'],random,N-be75eec_150,825608,2182589,2.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,825608,2660170,7.3e-05,
vnd,best,['exchange'],random,N-be75eec_150,825608,3373535,0.072787,
vnd,best,['exchange'],c_and_w,N-be75eec_150,825608,3346308,0.056483,
vnd,best,['insert'],random,N-be75eec_150,825608,3369650,0.113641,
vnd,best,['insert'],c_and_w,N-be75eec_150,825608,3381254,0.130128,
vnd,first,['transpose'],random,N-be75eec_150,17273996,2169797,1.1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,17273996,2657351,3.1e-05,
vnd,first,['exchange'],random,N-be75eec_150,17273996,3396593,0.37539,
vnd,first,['exchange'],c_and_w,N-be75eec_150,17273996,3379429,0.290447,
vnd,first,['insert'],random,N-be75eec_150,17273996,3328604,0.131407,
vnd,first,['insert'],c_and_w,N-be75eec_150,17273996,3333196,0.140008,
vnd,best,['transpose'],random,N-be75eec_150,17273996,2182589,7.3e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,17273996,2660170,2.8e-05,
vnd,best,['exchange'],random,N-be75eec_150,17273996,3373535,0.079056,
vnd,best,['exchange'],c_and_w,N-be75eec_150,17273996,3346308,0.073708,
vnd,best,['insert'],random,N-be75eec_150,17273996,3369650,0.124175,
vnd,best,['insert'],c_and_w,N-be75eec_150,17273996,3381254,0.121847,
vnd,first,['transpose'],random,N-be75eec_150,9351696,2169797,1.1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,9351696,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,9351696,3396593,0.37155,
vnd,first,['exchange'],c_and_w,N-be75eec_150,9351696,3379429,0.286978,
vnd,first,['insert'],random,N-be75eec_150,9351696,3328604,0.139079,
vnd,first,['insert'],c_and_w,N-be75eec_150,9351696,3333196,0.150623,
vnd,best,['transpose'],random,N-be75eec_150,9351696,2182589,6.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,9351696,2660170,2.7e-05,
vnd,best,['exchange'],random,N-be75eec_150,9351696,3373535,0.073258,
vnd,best,['exchange'],c_and_w,N-be75eec_150,9351696,3346308,0.079335,
vnd,best,['insert'],random,N-be75eec_150,9351696,3369650,0.109298,
vnd,best,['insert'],c_and_w,N-be75eec_150,9351696,3381254,0.149886,
vnd,first,['transpose'],random,N-be75eec_150,8409567,2169797,2.9e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,8409567,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,8409567,3396593,0.353757,
vnd,first,['exchange'],c_and_w,N-be75eec_150,8409567,3379429,0.298924,
vnd,first,['insert'],random,N-be75eec_150,8409567,3328604,0.133415,
vnd,first,['insert'],c_and_w,N-be75eec_150,8409567,3333196,0.150783,
vnd,best,['transpose'],random,N-be75eec_150,8409567,2182589,6.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,8409567,2660170,2.8e-05,
vnd,best,['exchange'],random,N-be75eec_150,8409567,3373535,0.068111,
vnd,best,['exchange'],c_and_w,N-be75eec_150,8409567,3346308,0.055443,
vnd,best,['insert'],random,N-be75eec_150,8409567,3369650,0.118055,
vnd,best,['insert'],c_and_w,N-be75eec_150,8409567,3381254,0.118017,
vnd,first,['transpose'],random,N-be75eec_150,666254,2169797,2.8e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,666254,2657351,3.2e-05,
vnd,first,['exchange'],random,N-be75eec_150,666254,3396593,0.368976,
vnd,first,['exchange'],c_and_w,N-be75eec_150,666254,3379429,0.259431,
vnd,first,['insert'],random,N-be75eec_150,666254,3328604,0.138013,
vnd,first,['insert'],c_and_w,N-be75eec_150,666254,3333196,0.120501,
vnd,best,['transpose'],random,N-be75eec_150,666254,2182589,6.8e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,666254,2660170,7.3e-05,
vnd,best,['exchange'],random,N-be75eec_150,666254,3373535,0.067332,
vnd,best,['exchange'],c_and_w,N-be75eec_150,666254,3346308,0.078305,
vnd,best,['insert'],random,N-be75eec_150,666254,3369650,0.126384,
vnd,best,['insert'],c_and_w,N-be75eec_150,666254,3381254,0.127167,
vnd,first,['transpose'],random,N-be75eec_150,1429362,2169797,2.9e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,1429362,2657351,3.2e-05,
vnd,first,['exchange'],random,N-be75eec_150,1429362,3396593,0.369999,
vnd,first,['exchange'],c_and_w,N-be75eec_150,1429362,3379429,0.290282,
vnd,first,['insert'],random,N-be75eec_150,1429362,3328604,0.143055,
vnd,first,['insert'],c_and_w,N-be75eec_150,1429362,3333196,0.135745,
vnd,best,['transpose'],random,N-be75eec_150,1429362,2182589,2.6e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,1429362,2660170,7.5e-05,
vnd,best,['exchange'],random,N-be75eec_150,1429362,3373535,0.071887,
vnd,best,['exchange'],c_and_w,N-be75eec_150,1429362,3346308,0.072324,
vnd,best,['insert'],random,N-be75eec_150,1429362,3369650,0.151532,
vnd,best,['insert'],c_and_w,N-be75eec_150,1429362,3381254,0.136793,
vnd,first,['transpose'],random,N-be75eec_150,31815927,2169797,1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,31815927,2657351,3e-05,
vnd,first,['exchange'],random,N-be75eec_150,31815927,3396593,0.357361,
vnd,first,['exchange'],c_and_w,N-be75eec_150,31815927,3379429,0.280867,
vnd,first,['insert'],random,N-be75eec_150,31815927,3328604,0.130377,
vnd,first,['insert'],c_and_w,N-be75eec_150,31815927,3333196,0.148413,
vnd,best,['transpose'],random,N-be75eec_150,31815927,2182589,2.6e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,31815927,2660170,7.3e-05,
vnd,best,['exchange'],random,N-be75eec_150,31815927,3373535,0.070231,
vnd,best,['exchange'],c_and_w,N-be75eec_150,31815927,3346308,0.078199,
vnd,best,['insert'],random,N-be75eec_150,31815927,3369650,0.120032,
vnd,best,['insert'],c_and_w,N-be75eec_150,31815927,3381254,0.133593,
vnd,first,['transpose'],random,N-be75eec_150,25403045,2169797,2.8e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,25403045,2657351,3.1e-05,
vnd,first,['exchange'],random,N-be75eec_150,25403045,3396593,0.357393,
vnd,first,['exchange'],c_and_w,N-be75eec_150,25403045,3379429,0.294737,
vnd,first,['insert'],random,N-be75eec_150,25403045,3328604,0.149815,
vnd,first,['insert'],c_and_w,N-be75eec_150,25403045,3333196,0.137693,
vnd,best,['transpose'],random,N-be75eec_150,25403045,2182589,6.8e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,25403045,2660170,2.9e-05,
vnd,best,['exchange'],random,N-be75eec_150,25403045,3373535,0.073778,
vnd,best,['exchange'],c_and_w,N-be75eec_150,25403045,3346308,0.068158,
vnd,best,['insert'],random,N-be75eec_150,25403045,3369650,0.121992,
vnd,best,['insert'],c_and_w,N-be75eec_150,25403045,3381254,0.14232,
vnd,first,['transpose'],random,N-be75eec_150,15207063,2169797,2.7e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,15207063,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,15207063,3396593,0.375325,
vnd,first,['exchange'],c_and_w,N-be75eec_150,15207063,3379429,0.307822,
vnd,first,['insert'],random,N-be75eec_150,15207063,3328604,0.133659,
vnd,first,['insert'],c_and_w,N-be75eec_150,15207063,3333196,0.136703,
vnd,best,['transpose'],random,N-be75eec_150,15207063,2182589,6.7e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,15207063,2660170,7.3e-05,
vnd,best,['exchange'],random,N-be75eec_150,15207063,3373535,0.074565,
vnd,best,['exchange'],c_and_w,N-be75eec_150,15207063,3346308,0.069288,
vnd,best,['insert'],random,N-be75eec_150,15207063,3369650,0.129157,
vnd,best,['insert'],c_and_w,N-be75eec_150,15207063,3381254,0.156631,
vnd,first,['transpose'],random,N-be75eec_150,16040574,2169797,1.1e-05,
vnd,first,['transpose'],c_and_w,N-be75eec_150,16040574,2657351,1.3e-05,
vnd,first,['exchange'],random,N-be75eec_150,16040574,3396593,0.413047,
vnd,first,['exchange'],c_and_w,N-be75eec_150,16040574,3379429,0.345423,
vnd,first,['insert'],random,N-be75eec_150,16040574,3328604,0.127309,
vnd,first,['insert'],c_and_w,N-be75eec_150,16040574,3333196,0.129857,
vnd,best,['transpose'],random,N-be75eec_150,16040574,2182589,7.3e-05,
vnd,best,['transpose'],c_and_w,N-be75eec_150,16040574,2660170,7.3e-05,
vnd,best,['exchange'],random,N-be75eec_150,16040574,3373535,0.06888,
vnd,best,['exchange'],c_and_w,N-be75eec_150,16040574,3346308,0.055445,
