algo,pivot,neighborhood,sol_start,ils_perturb_rate,ils_n_try,ils_worst,instance,best_known_cost,cost,elapsed_seconds,solution
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.5,100,10,N-be75eec_150,3482828,3437755,1.492609,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.5,100,10,N-be75eec_150,3482828,3438426,3.719544,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.5,100,10,N-be75eec_150,3482828,3441583,10.037483,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.5,100,10,N-be75eec_150,3482828,3446212,26.023062,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.5,100,10,N-be75eec_150,3482828,3448550,33.336155,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.5,100,10,N-be75eec_150,3482828,3448550,70.507507,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,0,N-be75eec_150,3482828,3404249,0.367601,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,0,N-be75eec_150,3482828,3420194,0.850892,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,0,N-be75eec_150,3482828,3428042,1.601052,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,0,N-be75eec_150,3482828,3430930,5.607372,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,0,N-be75eec_150,3482828,3433964,5.974769,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,0,N-be75eec_150,3482828,3440453,7.652109,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,0,N-be75eec_150,3482828,3440453,11.627986,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,10,N-be75eec_150,3482828,3404249,0.383162,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,10,N-be75eec_150,3482828,3420194,0.855514,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,10,N-be75eec_150,3482828,3428042,1.64742,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,10,N-be75eec_150,3482828,3430930,5.669874,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,10,N-be75eec_150,3482828,3433964,6.032937,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,10,N-be75eec_150,3482828,3440453,7.745729,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,10,10,N-be75eec_150,3482828,3440453,11.814733,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,0,N-be75eec_150,3482828,3404249,0.380877,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,0,N-be75eec_150,3482828,3420194,0.873401,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,0,N-be75eec_150,3482828,3428042,1.636029,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,0,N-be75eec_150,3482828,3430930,5.654636,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,0,N-be75eec_150,3482828,3433964,6.012342,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,0,N-be75eec_150,3482828,3440453,7.662126,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,0,N-be75eec_150,3482828,3440453,47.713345,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,10,N-be75eec_150,3482828,3404249,0.399848,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,10,N-be75eec_150,3482828,3420194,0.877331,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,10,N-be75eec_150,3482828,3428042,1.625967,
ils,first,"['transpose', 'exchange', 'insert']",c_and_w,0.8,100,10,N-be75eec_150,3482828,3430930,5.643949,
